version,section,function,length,matching
us.v10,.core2,func_802BFF1C,92,yes
us.v10,.core2,chBottlesBonus_completedPuzzle,144,yes
us.v10,.core2,player_getVelocity,32,yes
us.v10,.core2,func_80329904,48,yes
us.v10,.core2,func_8031CC60,44,yes
us.v10,.core2,func_802E6488,128,yes
us.v10,.core2,func_80287FB4,28,yes
us.v10,.core2,func_802D6948,240,yes
us.v10,.core2,func_8030EAD8,40,yes
us.v10,.core2,carriedObj_getActorId,68,yes
us.v10,.core2,func_80356770,124,yes
us.v10,.core2,func_8032236C,64,yes
us.v10,.core2,func_802FDCB8,84,yes
us.v10,.core2,func_802F3B3C,96,yes
us.v10,.core2,func_80293D2C,28,yes
us.v10,.core2,func_80297CCC,44,yes
us.v10,.core2,func_803226BC,44,yes
us.v10,.core2,func_8033CA9C,84,yes
us.v10,.core2,func_802CD898,40,yes
us.v10,.core2,sky_reset,220,yes
us.v10,.core2,func_802A6388,12,yes
us.v10,.core2,func_803221F4,56,yes
us.v10,.core2,func_8031A9BC,40,yes
us.v10,.core2,func_8031D6DC,36,yes
us.v10,.core2,func_802B1DA4,32,yes
us.v10,.core2,func_802A1BE8,32,yes
us.v10,.core2,func_80318FC0,68,yes
us.v10,.core2,func_8029CF48,36,yes
us.v10,.core2,func_80344F48,168,yes
us.v10,.core2,func_8035B75C,200,yes
us.v10,.core2,func_8033DC20,68,yes
us.v10,.core2,func_802AF604,100,yes
us.v10,.core2,func_8031E68C,36,yes
us.v10,.core2,func_802B2384,168,yes
us.v10,.core2,func_802FFE4C,136,yes
us.v10,.core2,func_802A85EC,320,yes
us.v10,.core2,func_80363500,144,yes
us.v10,.core2,func_802D9530,208,yes
us.v10,.core2,func_8035FC98,144,yes
us.v10,.core2,func_8031F630,36,yes
us.v10,.core2,func_8033E93C,36,yes
us.v10,.core2,chBottlesBonus_draw,580,yes
us.v10,.core2,func_8030EB44,68,yes
us.v10,.core2,func_802944D0,36,yes
us.v10,.core2,func_802DAD8C,132,yes
us.v10,.core2,func_8030E280,68,yes
us.v10,.core2,gcbound_color,28,yes
us.v10,.core2,func_802E5F38,48,yes
us.v10,.core2,func_8030A350,216,yes
us.v10,.core2,func_8035758C,44,yes
us.v10,.core2,func_802D8730,428,yes
us.v10,.core2,func_802BBEA4,416,yes
us.v10,.core2,fxcommon2score_update,744,yes
us.v10,.core2,func_8031EA10,36,yes
us.v10,.core2,func_80298504,36,yes
us.v10,.core2,func_802BC640,524,yes
us.v10,.core2,func_8033C8A0,132,yes
us.v10,.core2,func_802C9D80,240,yes
us.v10,.core2,gcpausemenu_updateBButtonAndJoystickSprites,588,yes
us.v10,.core2,func_8029D01C,52,yes
us.v10,.core2,func_802C4C14,2860,yes
us.v10,.core2,cubeList_fromFile,576,yes
us.v10,.core2,gczoombox_resolve_minimize,16,yes
us.v10,.core2,gczoombox_close,16,yes
us.v10,.core2,itemscore_timeScores_get,176,yes
us.v10,.core2,func_80297CF8,48,yes
us.v10,.core2,func_8031B908,136,yes
us.v10,.core2,func_8035DFD0,56,yes
us.v10,.core2,func_80326224,32,yes
us.v10,.core2,func_80288034,36,yes
us.v10,.core2,func_8034E698,8,yes
us.v10,.core2,func_8034D9C8,180,yes
us.v10,.core2,func_80288470,112,yes
us.v10,.core2,func_8034B4E4,156,yes
us.v10,.core2,bscarry_idle_init,172,yes
us.v10,.core2,func_8034E71C,112,yes
us.v10,.core2,func_80287C58,80,yes
us.v10,.core2,func_802AF900,476,yes
us.v10,.core2,func_8030E4E4,44,yes
us.v10,.core2,baanim_isAt,40,yes
us.v10,.core2,levelSpecificFlags_validateCRC2,84,yes
us.v10,.core2,func_802BD610,272,yes
us.v10,.core2,print_dialog_w_bg,60,yes
us.v10,.core2,func_80299628,32,yes
us.v10,.core2,player_isInRBB,36,yes
us.v10,.core2,func_802C75C8,48,yes
us.v10,.core2,func_802A7E2C,288,yes
us.v10,.core2,func_802B8110,44,yes
us.v10,.core2,__overlay_sm_draw,16,yes
us.v10,.core2,func_802F8110,200,yes
us.v10,.core2,func_80311714,36,yes
us.v10,.core2,func_802AEE48,84,yes
us.v10,.core2,func_8033FD64,52,yes
us.v10,.core2,pitch_set,36,yes
us.v10,.core2,chOverlayPressStart_spawn,56,yes
us.v10,.core2,func_8031E144,36,yes
us.v10,.core2,func_80299588,12,yes
us.v10,.core2,func_802ABCCC,64,yes
us.v10,.core2,func_802DC7E0,272,yes
us.v10,.core2,func_802A50B0,40,yes
us.v10,.core2,func_802B9E8C,28,yes
us.v10,.core2,func_8031DDE4,36,yes
us.v10,.core2,func_802C0A60,272,yes
us.v10,.core2,func_8033E7CC,116,yes
us.v10,.core2,func_802C0EC0,36,yes
us.v10,.core2,func_8034CF74,28,yes
us.v10,.core2,func_803384A8,276,yes
us.v10,.core2,func_803380F8,188,yes
us.v10,.core2,func_8030DA44,60,yes
us.v10,.core2,func_8028F1E0,44,yes
us.v10,.core2,func_8031DC68,36,yes
us.v10,.core2,func_8033B678,12,yes
us.v10,.core2,func_802ED12C,12,yes
us.v10,.core2,func_802E805C,368,yes
us.v10,.core2,func_8031E048,36,yes
us.v10,.core2,func_802A8330,144,yes
us.v10,.core2,animctrl_new,180,yes
us.v10,.core2,func_8033520C,8,yes
us.v10,.core2,func_802BA89C,32,yes
us.v10,.core2,func_80288EF8,64,yes
us.v10,.core2,func_8031B66C,108,yes
us.v10,.core2,func_80308F0C,72,yes
us.v10,.core2,func_802C7600,48,yes
us.v10,.core2,func_8034A6FC,88,yes
us.v10,.core2,func_802A71D8,300,yes
us.v10,.core2,func_80299254,152,yes
us.v10,.core2,func_802CBAAC,2024,yes
us.v10,.core2,chCollectable_draw,200,yes
us.v10,.core2,func_802BA4D0,32,yes
us.v10,.core2,_player_getTransformation,12,yes
us.v10,.core2,func_8031E1D4,48,yes
us.v10,.core2,func_802A298C,144,yes
us.v10,.core2,func_8031DCC8,36,yes
us.v10,.core2,func_802A7588,40,yes
us.v10,.core2,func_80290298,308,yes
us.v10,.core2,func_8034C630,172,yes
us.v10,.core2,func_80290BC0,392,yes
us.v10,.core2,func_802CCA3C,64,yes
us.v10,.core2,bs_checkInterrupt,80,yes
us.v10,.core2,func_802FCE20,104,yes
us.v10,.core2,func_8033F7A4,68,yes
us.v10,.core2,func_802BCA58,380,yes
us.v10,.core2,func_802F4094,356,yes
us.v10,.core2,func_8031F558,36,yes
us.v10,.core2,func_80332050,108,yes
us.v10,.core2,func_802F9D8C,44,yes
us.v10,.core2,func_802976E4,96,yes
us.v10,.core2,spawnQueue_malloc,76,yes
us.v10,.core2,func_802D75B4,92,yes
us.v10,.core2,func_802F1388,88,yes
us.v10,.core2,func_802BA23C,8,yes
us.v10,.core2,func_802BE834,96,yes
us.v10,.core2,func_8033A28C,12,yes
us.v10,.core2,func_80347DD0,20,yes
us.v10,.core2,func_802BFF8C,396,yes
us.v10,.core2,func_802C9334,72,yes
us.v10,.core2,func_802E20E8,1352,yes
us.v10,.core2,func_802EA684,8,yes
us.v10,.core2,button_pressed,28,yes
us.v10,.core2,func_803201C8,120,yes
us.v10,.core2,func_8029105C,172,yes
us.v10,.core2,func_802A8984,80,yes
us.v10,.core2,func_8028F3D8,48,yes
us.v10,.core2,demo_load,128,yes
us.v10,.core2,func_802B6064,108,yes
us.v10,.core2,func_802BA510,32,yes
us.v10,.core2,vtxList_randColors,308,yes
us.v10,.core2,func_802DC67C,104,yes
us.v10,.core2,_printbuffer_draw_letter,5816,no
us.v10,.core2,bsbee_drone_init,40,yes
us.v10,.core2,func_8031B760,48,yes
us.v10,.core2,func_802CDD78,2660,yes
us.v10,.core2,jiggyscore_debug,8,yes
us.v10,.core2,func_8031FA24,36,yes
us.v10,.core2,bsbtrot_ow_init,288,yes
us.v10,.core2,func_802F44AC,168,yes
us.v10,.core2,animctrl_80286F90,144,yes
us.v10,.core2,func_8031E5B4,36,yes
us.v10,.core2,func_802FC3C4,72,yes
us.v10,.core2,func_8033FA24,96,yes
us.v10,.core2,func_8034A2C8,64,yes
us.v10,.core2,func_80318F60,84,yes
us.v10,.core2,func_8031F118,36,yes
us.v10,.core2,func_8031E764,36,yes
us.v10,.core2,func_802CAEBC,56,yes
us.v10,.core2,func_803320BC,356,yes
us.v10,.core2,func_803114C4,12,yes
us.v10,.core2,func_8031E428,36,yes
us.v10,.core2,func_80299D2C,56,yes
us.v10,.core2,bsant_idle_end,40,yes
us.v10,.core2,func_802BA2A0,48,yes
us.v10,.core2,func_803382B4,36,yes
us.v10,.core2,func_802F3BF4,112,yes
us.v10,.core2,func_802A9054,164,yes
us.v10,.core2,func_80294A4C,12,yes
us.v10,.core2,func_8031C5A4,8,yes
us.v10,.core2,func_80361FA0,228,yes
us.v10,.core2,func_8031E524,36,yes
us.v10,.core2,func_802FC4AC,212,yes
us.v10,.core2,func_80318964,96,yes
us.v10,.core2,func_8029825C,12,yes
us.v10,.core2,func_8031D8F8,36,yes
us.v10,.core2,func_802BAAA8,44,yes
us.v10,.core2,func_802AD6FC,44,yes
us.v10,.core2,func_8028D64C,12,yes
us.v10,.core2,func_8031F47C,36,yes
us.v10,.core2,func_80305990,580,yes
us.v10,.core2,func_802E7588,72,yes
us.v10,.core2,demo_readInput,108,yes
us.v10,.core2,func_8033EC70,104,yes
us.v10,.core2,bsthrow_init,160,yes
us.v10,.core2,strIToA,32,yes
us.v10,.core2,func_8034F568,8,yes
us.v10,.core2,func_8032FFB4,32,yes
us.v10,.core2,func_8032FBE4,32,yes
us.v10,.core2,func_8031D140,36,yes
us.v10,.core2,__chOverlayNoController_spawn,68,yes
us.v10,.core2,func_802FB0DC,8,yes
us.v10,.core2,func_8031EC50,36,yes
us.v10,.core2,cube_positionToIndices,180,yes
us.v10,.core2,func_8034DDF0,112,yes
us.v10,.core2,func_8031D09C,36,yes
us.v10,.core2,gcparade_8031ABF8,148,yes
us.v10,.core2,func_802A6450,40,yes
us.v10,.core2,gcparade_8031AC8C,160,yes
us.v10,.core2,func_8029E0C4,12,yes
us.v10,.core2,func_802C0370,36,yes
us.v10,.core2,func_8030E5C0,52,yes
us.v10,.core2,roll_setAngularVelocity,20,yes
us.v10,.core2,func_802BB41C,24,yes
us.v10,.core2,func_803106A4,24,yes
us.v10,.core2,func_80293234,12,yes
us.v10,.core2,particleEmitter_new,676,yes
us.v10,.core2,bsbtrot_fall_update,864,yes
us.v10,.core2,func_803458E4,352,yes
us.v10,.core2,func_802B4570,128,yes
us.v10,.core2,func_80291658,8,yes
us.v10,.core2,func_802E4AC0,20,yes
us.v10,.core2,func_8031E56C,36,yes
us.v10,.core2,array_new,88,yes
us.v10,.core2,func_8033CC98,56,yes
us.v10,.core2,func_802F8B50,60,yes
us.v10,.core2,func_802B9B14,492,yes
us.v10,.core2,func_80352F58,156,yes
us.v10,.core2,func_802DB2AC,76,yes
us.v10,.core2,func_8033A750,416,yes
us.v10,.core2,func_8031EAA0,36,yes
us.v10,.core2,func_802E9118,404,yes
us.v10,.core2,func_8032D8F0,208,yes
us.v10,.core2,__overlay_sm_update,8,yes
us.v10,.core2,func_802C82C0,296,yes
us.v10,.core2,func_80351794,8,yes
us.v10,.core2,func_8033DE60,64,yes
us.v10,.core2,mapModel_defrag,56,yes
us.v10,.core2,chMumboSign_update,152,yes
us.v10,.core2,should_flip,60,yes
us.v10,.core2,func_8029A86C,12,yes
us.v10,.core2,func_80291268,104,yes
us.v10,.core2,func_8036233C,200,yes
us.v10,.core2,func_80293350,40,yes
us.v10,.core2,func_80322D14,12,yes
us.v10,.core2,func_802AA400,96,yes
us.v10,.core2,mumboscore_get,84,yes
us.v10,.core2,func_8032E070,12,yes
us.v10,.core2,func_802CA1CC,12,yes
us.v10,.core2,func_80291930,112,yes
us.v10,.core2,func_803222BC,56,yes
us.v10,.core2,func_8033FC60,56,yes
us.v10,.core2,func_80355550,444,yes
us.v10,.core2,bscroc_ow_end,32,yes
us.v10,.core2,bstwirl_update,356,yes
us.v10,.core2,func_802F9134,104,yes
us.v10,.core2,func_802A8774,32,yes
us.v10,.core2,vtxList_getBounds_f32,124,yes
us.v10,.core2,func_802EA154,60,yes
us.v10,.core2,func_802C1EE0,12,yes
us.v10,.core2,func_802F3FC0,36,yes
us.v10,.core2,_bsbflip_802A2D60,96,yes
us.v10,.core2,func_80289E9C,12,yes
us.v10,.core2,fxegg_shatter,88,yes
us.v10,.core2,func_80299338,144,yes
us.v10,.core2,func_80330B1C,300,yes
us.v10,.core2,func_8031F434,36,yes
us.v10,.core2,func_8032E398,260,yes
us.v10,.core2,func_80357E34,216,yes
us.v10,.core2,func_802C9C30,16,yes
us.v10,.core2,bswalk_drone_init,116,yes
us.v10,.core2,func_80324A68,60,yes
us.v10,.core2,bsstand_landing_update,160,yes
us.v10,.core2,bsList_clearAll,104,yes
us.v10,.core2,jiggyscore_leveltotal,144,yes
us.v10,.core2,func_80338B50,172,yes
us.v10,.core2,func_8035A04C,476,yes
us.v10,.core2,func_80356BF4,48,yes
us.v10,.core2,func_80329260,128,yes
us.v10,.core2,func_8035FFAC,152,yes
us.v10,.core2,func_8031C5F4,8,yes
us.v10,.core2,func_802B6F20,124,yes
us.v10,.core2,func_8031EB78,36,yes
us.v10,.core2,func_8031E398,36,yes
us.v10,.core2,func_802F8A70,32,yes
us.v10,.core2,bsant_fall_update,224,yes
us.v10,.core2,bswalk_update,420,yes
us.v10,.core2,func_80351A04,16,yes
us.v10,.core2,func_8032944C,52,yes
us.v10,.core2,func_80355D50,8,yes
us.v10,.core2,func_80293070,80,yes
us.v10,.core2,func_802FC410,88,yes
us.v10,.core2,bs_getPrevState,12,yes
us.v10,.core2,func_8029445C,36,yes
us.v10,.core2,func_80325934,428,yes
us.v10,.core2,func_80292E00,36,yes
us.v10,.core2,func_8033FE9C,44,yes
us.v10,.core2,func_802D83EC,264,yes
us.v10,.core2,func_802C0490,32,yes
us.v10,.core2,_mapSpecificFlags_calcCRC1,28,yes
us.v10,.core2,func_8031DA3C,36,yes
us.v10,.core2,func_802A7674,164,yes
us.v10,.core2,func_80322930,48,yes
us.v10,.core2,func_803591A4,68,yes
us.v10,.core2,func_802D3D54,32,yes
us.v10,.core2,func_802D3F48,140,yes
us.v10,.core2,func_8034F560,8,yes
us.v10,.core2,func_8036247C,148,yes
us.v10,.core2,func_80294524,12,yes
us.v10,.core2,func_802FA718,12,yes
us.v10,.core2,climbGetBottom,36,yes
us.v10,.core2,func_802FBEFC,280,yes
us.v10,.core2,func_8032274C,12,yes
us.v10,.core2,func_8034AF98,168,yes
us.v10,.core2,func_80362A48,148,yes
us.v10,.core2,func_802A170C,444,yes
us.v10,.core2,func_80351E60,380,yes
us.v10,.core2,func_8031DBE8,40,yes
us.v10,.core2,func_8031E7F4,36,yes
us.v10,.core2,func_8033EF10,8,yes
us.v10,.core2,func_80350E00,136,yes
us.v10,.core2,func_8033EF9C,8,yes
us.v10,.core2,func_802B6220,76,yes
us.v10,.core2,bsblongleg_walk_end,32,yes
us.v10,.core2,func_802A1020,96,yes
us.v10,.core2,func_80322DB0,56,yes
us.v10,.core2,func_802FCA78,20,yes
us.v10,.core2,func_802F4250,36,yes
us.v10,.core2,func_8033EDF0,220,yes
us.v10,.core2,func_802D729C,380,yes
us.v10,.core2,bsbfly_init,236,yes
us.v10,.core2,model_free,32,yes
us.v10,.core2,func_802A8D00,52,yes
us.v10,.core2,func_8029B300,12,yes
us.v10,.core2,func_80352AE8,28,yes
us.v10,.core2,mapModel_getBounds,396,yes
us.v10,.core2,func_802FC918,68,yes
us.v10,.core2,func_80288298,152,yes
us.v10,.core2,func_80350CA4,340,yes
us.v10,.core2,func_80316E60,36,yes
us.v10,.core2,func_802C42F0,48,yes
us.v10,.core2,func_802EBD3C,708,yes
us.v10,.core2,sky_draw,472,yes
us.v10,.core2,func_8030E878,60,yes
us.v10,.core2,animctrl_getTimer,8,yes
us.v10,.core2,func_8035FEDC,128,yes
us.v10,.core2,func_802D6EA0,168,yes
us.v10,.core2,func_802EFF7C,32,yes
us.v10,.core2,func_802BF888,304,yes
us.v10,.core2,bsbwhirl_walk_init,96,yes
us.v10,.core2,func_802DF270,68,yes
us.v10,.core2,func_802BD840,48,yes
us.v10,.core2,jiggyscore_isCollected,84,yes
us.v10,.core2,func_8029AB14,288,yes
us.v10,.core2,func_8029B41C,60,yes
us.v10,.core2,bswalrus_walk_end,40,yes
us.v10,.core2,strcmpToTok,104,yes
us.v10,.core2,func_802B9D40,64,yes
us.v10,.core2,func_802BA868,20,yes
us.v10,.core2,func_802A4430,280,yes
us.v10,.core2,func_8034B9BC,40,yes
us.v10,.core2,__spawnQueue_add_2,212,yes
us.v10,.core2,func_802EDD68,36,yes
us.v10,.core2,func_8033EF08,8,yes
us.v10,.core2,func_8034E660,56,yes
us.v10,.core2,bscroc_hitboxActive,12,yes
us.v10,.core2,func_8031F80C,36,yes
us.v10,.core2,func_8033E6D4,104,yes
us.v10,.core2,func_802BF5F4,420,yes
us.v10,.core2,func_80301CE0,68,yes
us.v10,.core2,func_8033AC14,8,yes
us.v10,.core2,chMumbo_withinHorzDistToPlayer,116,yes
us.v10,.core2,func_8031B604,40,yes
us.v10,.core2,func_802C0E38,60,yes
us.v10,.core2,set_camera_to_node,44,yes
us.v10,.core2,func_80294980,36,yes
us.v10,.core2,func_802BABC0,24,yes
us.v10,.core2,func_8032DE78,20,yes
us.v10,.core2,func_80335A80,12,yes
us.v10,.core2,func_8029026C,32,yes
us.v10,.core2,func_8035B1CC,248,yes
us.v10,.core2,strlen,48,yes
us.v10,.core2,func_8031FAB4,96,yes
us.v10,.core2,func_8031ECE0,36,yes
us.v10,.core2,func_8035D058,172,yes
us.v10,.core2,func_8031D964,36,yes
us.v10,.core2,func_80320524,72,yes
us.v10,.core2,func_802906A4,52,yes
us.v10,.core2,func_8031F2CC,36,yes
us.v10,.core2,func_802B2638,280,yes
us.v10,.core2,animctrl_setTransitionDuration,12,yes
us.v10,.core2,func_8031D1D0,36,yes
us.v10,.core2,func_80292768,52,yes
us.v10,.core2,_strFToA,212,yes
us.v10,.core2,func_802F3584,48,yes
us.v10,.core2,func_8029DFE0,12,yes
us.v10,.core2,func_8031D700,36,yes
us.v10,.core2,func_802C74F4,116,yes
us.v10,.core2,func_802F9054,160,yes
us.v10,.core2,bsdrone_update,64,yes
us.v10,.core2,func_802ED180,448,yes
us.v10,.core2,func_80292CB0,124,yes
us.v10,.core2,func_802D76E0,244,yes
us.v10,.core2,can_fly,32,yes
us.v10,.core2,func_802D745C,40,yes
us.v10,.core2,func_8028E6EC,48,yes
us.v10,.core2,func_8033DDB8,52,yes
us.v10,.core2,func_8030AA6C,312,yes
us.v10,.core2,func_80323120,32,yes
us.v10,.core2,chdrips_update,344,yes
us.v10,.core2,func_802CAF14,92,yes
us.v10,.core2,func_8033E9D4,32,yes
us.v10,.core2,func_802D6310,52,yes
us.v10,.core2,func_80352CF4,168,yes
us.v10,.core2,func_802BE940,268,yes
us.v10,.core2,func_802B3EF4,40,yes
us.v10,.core2,__overlay_bgs_draw,16,yes
us.v10,.core2,bsbwhirl_stand_init,68,yes
us.v10,.core2,gcpausemenu_printTotals,236,yes
us.v10,.core2,func_80290B6C,84,yes
us.v10,.core2,fxcommon2score_new,92,yes
us.v10,.core2,func_802CC9FC,64,yes
us.v10,.core2,func_802B051C,68,yes
us.v10,.core2,bsbtrot_fall_end,32,yes
us.v10,.core2,func_8034F918,48,yes
us.v10,.core2,func_80356734,56,yes
us.v10,.core2,should_trot,60,yes
us.v10,.core2,func_8030D778,244,yes
us.v10,.core2,animctrl_update,116,yes
us.v10,.core2,func_80292864,156,yes
us.v10,.core2,func_80292630,40,yes
us.v10,.core2,carriedObject_getActorID,12,yes
us.v10,.core2,func_80295C08,12,yes
us.v10,.core2,func_80356364,8,yes
us.v10,.core2,func_8035DA1C,1460,yes
us.v10,.core2,func_8034F5B0,316,yes
us.v10,.core2,player_shouldSlideTrot,116,yes
us.v10,.core2,func_802FBEB8,68,yes
us.v10,.core2,__chwhipcrack_spawnSmoke,308,yes
us.v10,.core2,__sfx_getPlayerPositionIfPresent,64,yes
us.v10,.core2,func_802E3F80,12,yes
us.v10,.core2,func_802B60D8,76,yes
us.v10,.core2,func_80352B04,28,yes
us.v10,.core2,func_8031D9F4,36,yes
us.v10,.core2,func_802BD8E0,12,yes
us.v10,.core2,func_80307E1C,140,yes
us.v10,.core2,chMumbo_update,3188,yes
us.v10,.core2,func_802FCD98,132,yes
us.v10,.core2,func_802F4884,16,yes
us.v10,.core2,func_802E0A90,128,yes
us.v10,.core2,chBottlesBonusCursor_func_802E05AC,184,yes
us.v10,.core2,func_8032D3D8,156,yes
us.v10,.core2,bswalrus_sled_jump_update,312,yes
us.v10,.core2,func_80347FB8,8,yes
us.v10,.core2,func_80359160,68,yes
us.v10,.core2,func_802BEE2C,300,yes
us.v10,.core2,func_802E1790,88,yes
us.v10,.core2,func_802BC428,12,yes
us.v10,.core2,actorArray_findJiggyActors,248,yes
us.v10,.core2,func_8029E270,20,yes
us.v10,.core2,func_802E74A0,232,yes
us.v10,.core2,func_80294924,20,yes
us.v10,.core2,func_80293668,1732,no
us.v10,.core2,func_8031E668,36,yes
us.v10,.core2,bsblongleg_drone_init,40,yes
us.v10,.core2,func_802B3E64,144,yes
us.v10,.core2,func_8029AA3C,216,yes
us.v10,.core2,func_80288E18,80,yes
us.v10,.core2,func_80294660,36,yes
us.v10,.core2,func_802F7C7C,68,yes
us.v10,.core2,func_802BD35C,40,yes
us.v10,.core2,__chOverlayPressStart_spawn,68,yes
us.v10,.core2,func_802D3138,68,yes
us.v10,.core2,fxcommon1score_draw,20,yes
us.v10,.core2,bswalrus_ow_init,32,yes
us.v10,.core2,func_8033A0B0,28,yes
us.v10,.core2,func_803518E8,108,yes
us.v10,.core2,func_802BBD48,348,yes
us.v10,.core2,func_8029ADCC,80,yes
us.v10,.core2,func_8029A47C,84,yes
us.v10,.core2,func_802D4C84,40,yes
us.v10,.core2,func_802DEDDC,64,yes
us.v10,.core2,__overlay_lair_draw,32,yes
us.v10,.core2,func_803219F4,576,yes
us.v10,.core2,func_802AEB24,48,yes
us.v10,.core2,func_802D4928,372,yes
us.v10,.core2,func_80292EDC,400,yes
us.v10,.core2,bsbtrot_ow_end,64,yes
us.v10,.core2,func_803243D0,512,yes
us.v10,.core2,func_8033D5B4,16,yes
us.v10,.core2,func_8034BFF8,548,yes
us.v10,.core2,bsblongleg_drone_update,64,yes
us.v10,.core2,func_8029B37C,12,yes
us.v10,.core2,func_80355B00,332,yes
us.v10,.core2,func_80306D40,32,yes
us.v10,.core2,bsegghead_end,52,yes
us.v10,.core2,func_802D4CAC,40,yes
us.v10,.core2,actorArray_actorCount,104,yes
us.v10,.core2,timedFuncQueue_flush,120,yes
us.v10,.core2,func_8031A9E4,440,yes
us.v10,.core2,func_80318774,8,yes
us.v10,.core2,func_80352114,1156,yes
us.v10,.core2,func_80347CC8,44,yes
us.v10,.core2,func_802B5950,424,yes
us.v10,.core2,vtxList_getVertices,8,yes
us.v10,.core2,func_802C5DA0,60,yes
us.v10,.core2,jiggyscore_total,80,yes
us.v10,.core2,miscflag_clear,16,yes
us.v10,.core2,func_8030E624,128,yes
us.v10,.core2,func_802CEDE4,192,yes
us.v10,.core2,func_803012F8,80,yes
us.v10,.core2,func_8030DD14,64,yes
us.v10,.core2,func_802CDAC4,84,yes
us.v10,.core2,asset_isCompressed,32,yes
us.v10,.core2,func_80341C78,228,yes
us.v10,.core2,func_8031ED94,36,yes
us.v10,.core2,func_802E4424,1172,yes
us.v10,.core2,mapModel_getModel,32,yes
us.v10,.core2,quizQuestionAskedBitfield_defrag,56,yes
us.v10,.core2,func_802C5A48,16,yes
us.v10,.core2,func_802E5F88,92,yes
us.v10,.core2,gcpausemenu_zoomboxes_free,72,yes
us.v10,.core2,mumboscore_clear,48,yes
us.v10,.core2,func_8033E8D0,36,yes
us.v10,.core2,func_8030DBB4,72,yes
us.v10,.core2,collisionList_getIntersecting,784,yes
us.v10,.core2,player_setYPosition,12,yes
us.v10,.core2,func_80298068,172,yes
us.v10,.core2,func_802F0D74,228,yes
us.v10,.core2,func_802F0804,148,yes
us.v10,.core2,func_802F81D8,60,yes
us.v10,.core2,func_80295B04,260,yes
us.v10,.core2,func_8032F64C,88,yes
us.v10,.core2,func_802E4B10,20,yes
us.v10,.core2,func_8033DD04,140,yes
us.v10,.core2,func_802CB7C0,628,yes
us.v10,.core2,func_80352874,8,yes
us.v10,.core2,func_8031F160,36,yes
us.v10,.core2,func_80321960,12,yes
us.v10,.core2,func_80345650,660,yes
us.v10,.core2,func_8031FB14,88,yes
us.v10,.core2,func_803319C0,864,no
us.v10,.core2,func_8031BABC,228,yes
us.v10,.core2,func_80290B60,12,yes
us.v10,.core2,texture_getPaletteSize,80,yes
us.v10,.core2,func_80320708,64,yes
us.v10,.core2,func_8031A7C4,48,yes
us.v10,.core2,can_flip,32,yes
us.v10,.core2,func_8032BBE8,48,yes
us.v10,.core2,func_8029436C,12,yes
us.v10,.core2,meshList_getVtxCount,60,yes
us.v10,.core2,func_802C22B4,12,yes
us.v10,.core2,func_802D7B94,84,yes
us.v10,.core2,func_802B3F60,68,yes
us.v10,.core2,func_8030E3FC,136,yes
us.v10,.core2,func_802CDB18,44,yes
us.v10,.core2,func_802D67AC,48,yes
us.v10,.core2,func_802E3E7C,260,yes
us.v10,.core2,func_8030CCF0,244,yes
us.v10,.core2,func_8028EC64,72,yes
us.v10,.core2,func_802B9EBC,276,yes
us.v10,.core2,func_8032AD7C,312,no
us.v10,.core2,func_802FB244,336,yes
us.v10,.core2,func_802C6DA0,156,yes
us.v10,.core2,__overlay_cc_draw,32,yes
us.v10,.core2,func_80294974,12,yes
us.v10,.core2,baanim_isStopped,36,yes
us.v10,.core2,func_8033FC98,64,yes
us.v10,.core2,func_8031E4B8,36,yes
us.v10,.core2,func_802BC4B0,136,yes
us.v10,.core2,func_80308658,92,yes
us.v10,.core2,func_802A2858,116,yes
us.v10,.core2,func_8035D88C,100,yes
us.v10,.core2,func_802C8A54,84,yes
us.v10,.core2,func_8034B220,64,yes
us.v10,.core2,func_802A4D30,32,yes
us.v10,.core2,func_8034C97C,52,yes
us.v10,.core2,func_802FA0F8,1000,yes
us.v10,.core2,print_dialog,60,yes
us.v10,.core2,func_8033AFB8,104,yes
us.v10,.core2,func_8032F470,184,yes
us.v10,.core2,func_80296560,12,yes
us.v10,.core2,func_8033EEF8,8,yes
us.v10,.core2,func_802E6820,620,yes
us.v10,.core2,bsow_update,232,yes
us.v10,.core2,func_802E57E0,1208,yes
us.v10,.core2,func_802C75F8,8,yes
us.v10,.core2,func_8031D5BC,36,yes
us.v10,.core2,bsant_idle_update,140,yes
us.v10,.core2,func_8032AA58,28,yes
us.v10,.core2,actorArray_findActorFromActorId,108,yes
us.v10,.core2,func_8033878C,108,yes
us.v10,.core2,func_802B60D0,8,yes
us.v10,.core2,func_802E6628,200,yes
us.v10,.core2,func_802CDBA8,244,yes
us.v10,.core2,func_802BE91C,32,yes
us.v10,.core2,func_8035B3E4,96,yes
us.v10,.core2,func_802ABD60,88,yes
us.v10,.core2,func_8030D644,128,yes
us.v10,.core2,func_8031CC40,32,yes
us.v10,.core2,func_80356CCC,1156,yes
us.v10,.core2,func_802E7468,8,yes
us.v10,.core2,func_8028DB14,588,yes
us.v10,.core2,particleEmitter_setPositionAndVelocityRanges,124,yes
us.v10,.core2,func_8032BC3C,36,yes
us.v10,.core2,levelSpecificFlags_clear,80,yes
us.v10,.core2,func_802C26D8,352,yes
us.v10,.core2,func_802F3A60,96,yes
us.v10,.core2,func_8034F380,24,yes
us.v10,.core2,func_80357C30,160,yes
us.v10,.core2,func_802F4C3C,808,yes
